año,CCAA,tasa_paro
2002,Andalucía,24.931904761904764
2002,Aragón,9.475714285714286
2002,Asturias,15.213452380952381
2002,Baleares,11.208095238095238
2002,Canarias,15.212023809523808
2002,Cantabria,15.7775
2002,Castilla y León,16.669642857142858
2002,Castilla-La Mancha,13.356785714285715
2002,Cataluña,15.17392857142857
2002,Ceuta,13.289880952380951
2002,España,16.35607142857143
2002,Extremadura,24.987142857142857
2002,Galicia,17.008690476190477
2002,La Rioja,9.6525
2002,Madrid,11.076547619047618
2002,Melilla,5.755
2002,Murcia,15.959285714285713
2002,Navarra,9.634642857142858
2002,País Vasco,15.892619047619048
2002,Valencia,15.198333333333334
2003,Andalucía,23.850238095238097
2003,Aragón,11.216309523809523
2003,Asturias,19.285833333333333
2003,Baleares,15.787380952380953
2003,Canarias,17.18916666666667
2003,Cantabria,15.167738095238095
2003,Castilla y León,17.54797619047619
2003,Castilla-La Mancha,13.75345238095238
2003,Cataluña,16.594166666666666
2003,Ceuta,16.68095238095238
2003,España,16.801547619047618
2003,Extremadura,21.246190476190478
2003,Galicia,17.541428571428572
2003,La Rioja,10.230952380952381
2003,Madrid,11.770476190476192
2003,Melilla,13.345595238095237
2003,Murcia,14.830119047619048
2003,Navarra,9.70547619047619
2003,País Vasco,16.027023809523808
2003,Valencia,15.074166666666667
2004,Andalucía,21.882023809523808
2004,Aragón,9.792380952380952
2004,Asturias,18.363333333333333
2004,Baleares,13.534285714285712
2004,Canarias,18.5025
2004,Cantabria,16.48452380952381
2004,Castilla y León,16.45690476190476
2004,Castilla-La Mancha,13.108333333333333
2004,Cataluña,15.248452380952383
2004,Ceuta,20.985
2004,España,16.10809523809524
2004,Extremadura,22.62666666666667
2004,Galicia,18.8775
2004,La Rioja,8.896309523809524
2004,Madrid,11.183333333333334
2004,Melilla,22.530238095238094
2004,Murcia,14.677380952380954
2004,Navarra,10.073571428571428
2004,País Vasco,17.034404761904764
2004,Valencia,15.189880952380953
2005,Andalucía,18.95702380952381
2005,Aragón,9.062619047619048
2005,Asturias,16.61095238095238
2005,Baleares,13.262738095238095
2005,Canarias,18.515
2005,Cantabria,12.989166666666666
2005,Castilla y León,13.430357142857144
2005,Castilla-La Mancha,13.995
2005,Cataluña,11.285238095238096
2005,Ceuta,30.819629629629627
2005,España,14.163809523809524
2005,Extremadura,22.545714285714286
2005,Galicia,15.250119047619048
2005,La Rioja,10.835833333333333
2005,Madrid,11.338095238095239
2005,Melilla,25.113055555555558
2005,Murcia,11.707142857142857
2005,Navarra,9.629880952380953
2005,País Vasco,12.885714285714286
2005,Valencia,14.095
2006,Andalucía,17.20380952380952
2006,Aragón,9.25297619047619
2006,Asturias,14.64642857142857
2006,Baleares,10.662619047619048
2006,Canarias,17.98071428571429
2006,Cantabria,12.31132530120482
2006,Castilla y León,12.788333333333334
2006,Castilla-La Mancha,13.17452380952381
2006,Cataluña,10.591666666666667
2006,Ceuta,35.82271604938271
2006,España,13.242261904761904
2006,Extremadura,19.15285714285714
2006,Galicia,12.598928571428571
2006,La Rioja,10.474819277108434
2006,Madrid,11.040833333333333
2006,Melilla,19.793733333333332
2006,Murcia,12.742261904761904
2006,Navarra,9.045119047619048
2006,País Vasco,14.90952380952381
2006,Valencia,13.153928571428573
2007,Andalucía,17.896547619047617
2007,Aragón,9.583333333333334
2007,Asturias,13.362976190476191
2007,Baleares,11.201904761904762
2007,Canarias,16.71666666666667
2007,Cantabria,9.717380952380953
2007,Castilla y León,12.654285714285715
2007,Castilla-La Mancha,11.862023809523809
2007,Cataluña,10.2625
2007,Ceuta,28.618170731707316
2007,España,13.157261904761905
2007,Extremadura,18.891666666666666
2007,Galicia,11.81452380952381
2007,La Rioja,10.915119047619047
2007,Madrid,11.606785714285715
2007,Melilla,25.458717948717947
2007,Murcia,12.155714285714286
2007,Navarra,8.311190476190475
2007,País Vasco,12.296309523809525
2007,Valencia,13.602857142857141
2008,Andalucía,24.051309523809522
2008,Aragón,13.358571428571427
2008,Asturias,15.20345238095238
2008,Baleares,16.903333333333336
2008,Canarias,24.818095238095236
2008,Cantabria,12.839761904761904
2008,Castilla y León,16.494285714285713
2008,Castilla-La Mancha,16.97047619047619
2008,Cataluña,14.295
2008,Ceuta,26.45345238095238
2008,España,17.616190476190475
2008,Extremadura,22.52261904761905
2008,Galicia,14.563928571428571
2008,La Rioja,15.780119047619047
2008,Madrid,14.789285714285715
2008,Melilla,31.791874999999997
2008,Murcia,16.950238095238095
2008,Navarra,14.093333333333332
2008,País Vasco,13.801309523809524
2008,Valencia,18.545357142857142
2009,Andalucía,33.92714285714286
2009,Aragón,20.525952380952383
2009,Asturias,24.250119047619048
2009,Baleares,24.914285714285718
2009,Canarias,34.968809523809526
2009,Cantabria,20.61904761904762
2009,Castilla y León,22.992738095238096
2009,Castilla-La Mancha,26.74702380952381
2009,Cataluña,25.363809523809522
2009,Ceuta,28.443703703703704
2009,España,26.851547619047622
2009,Extremadura,30.426904761904762
2009,Galicia,20.50202380952381
2009,La Rioja,22.9
2009,Madrid,23.600833333333334
2009,Melilla,32.29246575342466
2009,Murcia,26.452738095238097
2009,Navarra,19.47440476190476
2009,País Vasco,20.18880952380952
2009,Valencia,29.24011904761905
2010,Andalucía,37.6927380952381
2010,Aragón,22.8725
2010,Asturias,25.869880952380953
2010,Baleares,31.413214285714286
2010,Canarias,38.766547619047614
2010,Cantabria,24.46595238095238
2010,Castilla y León,24.162738095238097
2010,Castilla-La Mancha,31.293571428571425
2010,Cataluña,27.78440476190476
2010,Ceuta,41.573375
2010,España,29.89714285714286
2010,Extremadura,32.58535714285714
2010,Galicia,24.364761904761906
2010,La Rioja,26.432380952380953
2010,Madrid,26.147261904761905
2010,Melilla,36.74506493506493
2010,Murcia,29.56547619047619
2010,Navarra,20.60440476190476
2010,País Vasco,19.519285714285715
2010,Valencia,32.8072619047619
2011,Andalucía,40.336309523809526
2011,Aragón,28.27940476190476
2011,Asturias,31.057261904761905
2011,Baleares,32.99559523809524
2011,Canarias,39.245714285714286
2011,Cantabria,26.80369047619048
2011,Castilla y León,26.612857142857145
2011,Castilla-La Mancha,33.851309523809526
2011,Cataluña,30.265595238095237
2011,Ceuta,43.913373493975904
2011,España,32.51535714285714
2011,Extremadura,36.01285714285714
2011,Galicia,26.084999999999997
2011,La Rioja,30.873809523809523
2011,Madrid,28.211904761904766
2011,Melilla,39.99265060240964
2011,Murcia,35.33940476190477
2011,Navarra,21.770357142857144
2011,País Vasco,22.895357142857144
2011,Valencia,35.72988095238095
2012,Andalucía,46.331785714285715
2012,Aragón,31.352142857142855
2012,Asturias,33.43964285714286
2012,Baleares,35.57178571428572
2012,Canarias,44.42285714285714
2012,Cantabria,28.87309523809524
2012,Castilla y León,33.417857142857144
2012,Castilla-La Mancha,40.987857142857145
2012,Cataluña,35.15988095238095
2012,Ceuta,50.45547619047619
2012,España,37.44261904761905
2012,Extremadura,45.42821428571428
2012,Galicia,30.973095238095237
2012,La Rioja,33.134166666666665
2012,Madrid,33.25035714285715
2012,Melilla,40.03825
2012,Murcia,38.046547619047615
2012,Navarra,28.691190476190474
2012,País Vasco,28.720357142857146
2012,Valencia,38.10857142857143
2013,Andalucía,48.96083333333333
2013,Aragón,35.97392857142857
2013,Asturias,38.95166666666667
2013,Baleares,33.09952380952381
2013,Canarias,47.272619047619045
2013,Cantabria,32.96392857142857
2013,Castilla y León,35.351547619047615
2013,Castilla-La Mancha,44.14035714285714
2013,Cataluña,35.665119047619044
2013,Ceuta,50.384642857142865
2013,España,39.315
2013,Extremadura,45.5572619047619
2013,Galicia,34.568690476190476
2013,La Rioja,31.94345238095238
2013,Madrid,34.29940476190476
2013,Melilla,40.08390243902439
2013,Murcia,39.9247619047619
2013,Navarra,31.359166666666667
2013,País Vasco,30.12238095238095
2013,Valencia,40.18202380952381
2014,Andalucía,46.24809523809524
2014,Aragón,33.86392857142857
2014,Asturias,31.69392857142857
2014,Baleares,32.700476190476195
2014,Canarias,42.736309523809524
2014,Cantabria,33.2510843373494
2014,Castilla y León,34.42071428571429
2014,Castilla-La Mancha,43.90535714285714
2014,Cataluña,32.36047619047619
2014,Ceuta,46.78144578313253
2014,España,37.33083333333333
2014,Extremadura,41.77630952380952
2014,Galicia,34.35333333333333
2014,La Rioja,31.435714285714283
2014,Madrid,32.926904761904765
2014,Melilla,41.79179487179488
2014,Murcia,37.674523809523805
2014,Navarra,30.329047619047618
2014,País Vasco,27.94404761904762
2014,Valencia,39.69130952380952
2015,Andalucía,43.24738095238096
2015,Aragón,27.674047619047617
2015,Asturias,28.329285714285714
2015,Baleares,30.21595238095238
2015,Canarias,40.35440476190476
2015,Cantabria,28.68807228915663
2015,Castilla y León,32.52047619047619
2015,Castilla-La Mancha,40.916666666666664
2015,Cataluña,30.791071428571428
2015,Ceuta,46.56645569620253
2015,España,34.5052380952381
2015,Extremadura,42.098333333333336
2015,Galicia,31.03738095238095
2015,La Rioja,28.168571428571425
2015,Madrid,30.442500000000003
2015,Melilla,50.34321428571428
2015,Murcia,36.44726190476191
2015,Navarra,25.31785714285714
2015,País Vasco,26.367738095238092
2015,Valencia,34.424285714285716
2016,Andalucía,41.89488095238095
2016,Aragón,25.637142857142855
2016,Asturias,28.954047619047618
2016,Baleares,24.544047619047618
2016,Canarias,38.43761904761905
2016,Cantabria,23.415357142857143
2016,Castilla y León,27.265476190476193
2016,Castilla-La Mancha,36.73202380952381
2016,Cataluña,25.071071428571425
2016,Ceuta,39.49292682926829
2016,España,31.252261904761905
2016,Extremadura,37.78333333333334
2016,Galicia,28.060833333333335
2016,La Rioja,25.663452380952382
2016,Madrid,27.84440476190476
2016,Melilla,45.51875
2016,Murcia,32.358333333333334
2016,Navarra,21.471927710843374
2016,País Vasco,23.90047619047619
2016,Valencia,32.12654761904762
2017,Andalucía,36.486309523809524
2017,Aragón,21.096071428571427
2017,Asturias,24.362738095238097
2017,Baleares,21.3725
2017,Canarias,34.85821428571429
2017,Cantabria,21.718192771084336
2017,Castilla y León,25.46416666666667
2017,Castilla-La Mancha,32.18833333333333
2017,Cataluña,22.012857142857143
2017,Ceuta,35.90278481012658
2017,España,27.526904761904763
2017,Extremadura,37.2102380952381
2017,Galicia,26.205238095238098
2017,La Rioja,21.20024096385542
2017,Madrid,24.889642857142857
2017,Melilla,43.49207317073171
2017,Murcia,27.51690476190476
2017,Navarra,20.252409638554216
2017,País Vasco,18.541428571428572
2017,Valencia,28.629047619047622
2018,Andalucía,33.9925
2018,Aragón,18.99011904761905
2018,Asturias,25.66690476190476
2018,Baleares,19.43797619047619
2018,Canarias,28.579047619047618
2018,Cantabria,19.29578313253012
2018,Castilla y León,20.282619047619047
2018,Castilla-La Mancha,31.21809523809524
2018,Cataluña,19.68309523809524
2018,Ceuta,42.70256097560976
2018,España,24.597738095238096
2018,Extremadura,33.78892857142857
2018,Galicia,23.120595238095238
2018,La Rioja,18.98831325301205
2018,Madrid,21.272738095238097
2018,Melilla,43.4552380952381
2018,Murcia,26.50440476190476
2018,Navarra,18.169166666666666
2018,País Vasco,16.846785714285716
2018,Valencia,24.469047619047622
2019,Andalucía,30.878333333333337
2019,Aragón,18.410119047619048
2019,Asturias,20.408048780487807
2019,Baleares,20.30095238095238
2019,Canarias,31.080952380952382
2019,Cantabria,20.02265060240964
2019,Castilla y León,20.160238095238096
2019,Castilla-La Mancha,27.62892857142857
2019,Cataluña,18.139642857142857
2019,Ceuta,38.81916666666667
2019,España,22.942380952380955
2019,Extremadura,33.70607142857143
2019,Galicia,20.04702380952381
2019,La Rioja,17.557142857142857
2019,Madrid,20.183809523809526
2019,Melilla,43.86833333333333
2019,Murcia,23.67047619047619
2019,Navarra,16.4675
2019,País Vasco,17.79011904761905
2019,Valencia,22.2225
2020,Andalucía,34.945952380952384
2020,Aragón,19.65964285714286
2020,Asturias,26.07857142857143
2020,Baleares,27.923333333333332
2020,Canarias,36.63785714285714
2020,Cantabria,25.16530120481928
2020,Castilla y León,23.084047619047617
2020,Castilla-La Mancha,29.25654761904762
2020,Cataluña,22.625357142857144
2020,Ceuta,42.88325301204819
2020,España,26.459285714285713
2020,Extremadura,34.61916666666667
2020,Galicia,22.168928571428573
2020,La Rioja,20.328433734939757
2020,Madrid,22.072142857142858
2020,Melilla,44.211666666666666
2020,Murcia,26.698214285714286
2020,Navarra,16.32425
2020,País Vasco,20.226265060240962
2020,Valencia,26.16297619047619
2021,Andalucía,32.825476190476195
2021,Aragón,17.69297619047619
2021,Asturias,22.50542168674699
2021,Baleares,22.87904761904762
2021,Canarias,39.711309523809526
2021,Cantabria,19.715
2021,Castilla y León,22.15535714285714
2021,Castilla-La Mancha,25.10571428571429
2021,Cataluña,20.03
2021,Ceuta,44.63172839506173
2021,España,24.909642857142856
2021,Extremadura,33.43952380952381
2021,Galicia,21.32892857142857
2021,La Rioja,21.20036585365854
2021,Madrid,21.571190476190477
2021,Melilla,38.77975
2021,Murcia,24.174285714285713
2021,Navarra,18.56277108433735
2021,País Vasco,22.882142857142856
2021,Valencia,26.550595238095237
2022,Andalucía,27.70357142857143
2022,Aragón,16.63488095238095
2022,Asturias,26.17571428571429
2022,Baleares,17.300595238095237
2022,Canarias,28.879166666666666
2022,Cantabria,18.98392857142857
2022,Castilla y León,19.145714285714284
2022,Castilla-La Mancha,24.232261904761906
2022,Cataluña,17.08178571428571
2022,Ceuta,40.423855421686746
2022,España,21.35238095238095
2022,Extremadura,29.021071428571428
2022,Galicia,21.310238095238095
2022,La Rioja,17.415542168674698
2022,Madrid,20.130833333333335
2022,Melilla,42.3075
2022,Murcia,20.667380952380952
2022,Navarra,16.81940476190476
2022,País Vasco,16.494880952380953
2022,Valencia,20.996666666666666
2023,Andalucía,28.931428571428576
2023,Aragón,16.47654761904762
2023,Asturias,23.124880952380952
2023,Baleares,16.713809523809523
2023,Canarias,22.651666666666667
2023,Cantabria,15.019146341463413
2023,Castilla y León,17.675714285714285
2023,Castilla-La Mancha,21.423690476190476
2023,Cataluña,15.617380952380952
2023,Ceuta,42.47857142857143
2023,España,20.4225
2023,Extremadura,28.56952380952381
2023,Galicia,17.044166666666666
2023,La Rioja,17.32614457831325
2023,Madrid,18.77
2023,Melilla,37.424691358024695
2023,Murcia,20.780595238095238
2023,Navarra,17.819285714285712
2023,País Vasco,15.142857142857142
2023,Valencia,21.548809523809524
2024,Andalucía,25.81309523809524
2024,Aragón,16.131309523809524
2024,Asturias,21.930714285714288
2024,Baleares,17.65297619047619
2024,Canarias,20.561785714285715
2024,Cantabria,14.89690476190476
2024,Castilla y León,18.584166666666665
2024,Castilla-La Mancha,22.075714285714284
2024,Cataluña,15.792976190476189
2024,Ceuta,43.56409638554217
2024,España,19.003214285714286
2024,Extremadura,26.211190476190474
2024,Galicia,17.568809523809524
2024,La Rioja,19.703333333333333
2024,Madrid,15.01107142857143
2024,Melilla,43.27146341463415
2024,Murcia,19.698333333333334
2024,Navarra,14.402857142857142
2024,País Vasco,14.867831325301205
2024,Valencia,19.656309523809526
